id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
162,Staccato Gelato,1540 SE Bybee Blvd,Portland,OR,97202,45.4736134,-122.6501151,4.5,36,"Restaurants, Donuts, Desserts, Food, Sandwiches, Ice Cream & Frozen Yogurt, Coffee & Tea"
163,Marukin Ramen,"609 SE Ankeny St, Ste A",Portland,OR,97214,45.522407,-122.65937,4.0,616,"Restaurants, Ramen, Noodles, Japanese"
164,The Matador,1438 NW 23rd Ave,Portland,OR,97210,45.5332606,-122.6985499,3.5,710,"Restaurants, Nightlife, Tex-Mex, Cocktail Bars, Mexican, Bars"
165,Puerto Marquez,1721 SE 122nd Ave,Portland,OR,97233,45.5112402,-122.5378072,4.0,22,"Restaurants, Thai, Mexican"
166,Paterson Vegan Bar,108 NE 28th Ave,Portland,OR,97232,45.523789,-122.637052,4.5,18,"Dive Bars, American (Traditional), Vegan, Bars, Restaurants, Nightlife"
167,Steamers Asian Street Bistro,2308 Lloyd Ctr,Portland,OR,97232,45.5316595,-122.654578,3.5,33,"Food Court, Fast Food, Asian Fusion, Chinese, Dim Sum, Restaurants"
168,Sweet Jam,5237 NE Martin Luther King Jr Blvd,Portland,OR,97211,45.561207171,-122.6619065925,4.0,33,"Southern, Desserts, Restaurants, Food, Sandwiches, Breakfast & Brunch"
169,Suki Ramen,8145 SE 82nd Ave,Portland,OR,97266,45.4636025,-122.5796078,4.5,79,"Japanese, Noodles, Food Trucks, Restaurants, Food, Ramen"
170,Basa Basa,2333 NE Glisan,Portland,OR,97232,45.5264931,-122.6416593,3.5,51,"Restaurants, Chicken Wings, Asian Fusion"
171,Aladdin's Castle Cafe,4926 SE Division,Portland,OR,97206,45.505014,-122.611325,4.5,15,"Middle Eastern, Food, Street Vendors, Restaurants"
172,McMenamins Greater Trumps,1520 SE 37th Ave,Portland,OR,97214,45.5117012,-122.6254584,4.5,55,"Tapas Bars, American (Traditional), Pubs, Lounges, Restaurants, Bars, Nightlife"
173,UniCart,SW Ash and 3rd,Portland,OR,97204,45.5222548,-122.6733847,4.5,5,"American (Traditional), Restaurants"
174,Taco Del Mar,10215 NE Cascades Pkwy,Portland,OR,97220,45.5726379,-122.5570851,3.0,32,"Mexican, Fast Food, Restaurants"
175,Giants NY Pizza & Subs,"4415 SE 92nd Av, Ste B",Portland,OR,97266,45.4902821,-122.5689758,5.0,22,"Restaurants, Pizza, Sandwiches, Italian"
176,Happy Garden,2367 SE 122nd Ave,Portland,OR,97233,45.5051569,-122.538074,4.0,56,"Korean, Restaurants, Chinese"
177,Romano's Macaroni Grill,300 SW Yamhill St,Portland,OR,97255,45.5175274,-122.6762335,3.0,62,"American (Traditional), Restaurants, Italian"
178,Navarre,10 NE 28th Ave,Portland,OR,97232,45.5231276,-122.6371219,4.0,416,"Basque, Tapas Bars, Spanish, Restaurants, Italian"
179,The Waffle Window,2624 NE Alberta St,Portland,OR,97211,45.5589500341,-122.638487817,4.0,478,"Food, Desserts, Restaurants, Waffles, Ice Cream & Frozen Yogurt, Specialty Food, Breakfast & Brunch"
180,The Black Cat Cafe & Pub,3990 N Interstate Ave,Portland,OR,97227,45.5520236,-122.6807794,4.0,17,"Sandwiches, Beer, Wine & Spirits, Restaurants, Burgers, Cafes, Food"
181,Sherpa Nirvana,5427 NE 42nd Ave,Portland,OR,97218,45.5623583,-122.62064,4.5,22,"Food, Food Trucks, Himalayan/Nepalese, Restaurants"
182,Cheese & Crack,SE 33rd Ave & Hawthorne Blvd,Portland,OR,97214,45.5120607,-122.6305715,5.0,27,"Food, Street Vendors, Food Stands, American (New), Restaurants"
183,Alberta Street Market,909 NE Alberta St,Portland,OR,97211,45.5592195,-122.656396,4.5,87,"Grocery, Restaurants, Chicken Wings, Food"
184,Farmfood Cart,7538 N Lombard St,Portland,OR,97203,45.588167,-122.744482,4.0,48,"Food Trucks, Food, Breakfast & Brunch, Restaurants"
185,Namu,3121 SW Moody Ave,Portland,OR,97239,45.5003758,-122.6707342,3.5,30,"Hawaiian, Restaurants, Food, Korean, Food Trucks"
186,Clarklewis,1001 SE Water Ave,Portland,OR,97214,45.5153279201,-122.6660654929,4.0,509,"American (New), Restaurants, Bars, Nightlife, Wine Bars, Local Flavor, Italian"
187,Happy Fortune,10420 SW Barbur Blvd,Portland,OR,97219,45.4504592,-122.7270663,3.0,71,"Chinese, Sports Bars, Nightlife, Restaurants, Dive Bars, Bars, Pool Halls"
188,Local Choice Produce Market,830 NW Everett St,Portland,OR,97209,45.5250896,-122.6798083,4.0,39,"Farmers Market, Fruits & Veggies, Delis, Food, Specialty Food, Restaurants, Juice Bars & Smoothies"
189,The Whole Bowl,SW 9th Ave Alder St,Portland,OR,97255,45.5205832077,-122.6810837165,4.5,80,"Restaurants, Food Trucks, Street Vendors, Food Stands, Vegan, Food, Vegetarian"
190,Green Leaf Chinese Cuisine,SW 9th And Alder St,Portland,OR,97205,45.5206108058,-122.6813005909,3.5,14,"Chinese, Restaurants, Cantonese, Food Trucks, Food"
191,F&b Cafe,1100 SE Grand Ave,Portland,OR,97214,45.5149055,-122.6602627,4.0,31,"Cafes, Home Services, Coffee & Tea, Food, Restaurants, Event Planning & Services, Interior Design, Caterers, Breakfast & Brunch"
192,HomeTown Buffet,10542-A SE Washington St,Portland,OR,97216,45.5171396,-122.555732,2.5,75,"Buffets, Restaurants, American (Traditional), Food, Breakfast & Brunch, American (New), Coffee & Tea"
193,The Pleasant Peasant,1080 SE Madison St,Portland,OR,97214,45.5127908,-122.6548734,5.0,86,"Food, Middle Eastern, Food Trucks, Vegetarian, Lebanese, Mediterranean, Vegan, Restaurants"
194,Twist Frozen Yogurt  Lounge,7535 SW Barnes Rd,Portland,OR,97225,45.5155413,-122.7550257,3.5,35,"Restaurants, Food, Ice Cream & Frozen Yogurt"
195,Fat Sub,5321 NE Glisan,Portland,OR,97213,45.5266846,-122.6084223,4.0,5,"Restaurants, Food, Sandwiches, Street Vendors, Food Court"
196,Top Burmese,413 NW 21st Ave,Portland,OR,97209,45.5258365,-122.6946979,4.5,193,"Comfort Food, Restaurants, Tapas/Small Plates, Salad, Vegan, Food, Food Delivery Services, Caterers, Event Planning & Services, Burmese, Indian, Asian Fusion"
197,Chez Machin,3553 SE Hawthorne Blvd,Portland,OR,97214,45.512165,-122.6275701,4.0,398,"Restaurants, Breakfast & Brunch, French, Creperies, Salad"
198,Degarios Ristorante,"18365 NW West Union Rd, Ste 3AB",Portland,OR,97229,45.558711,-122.865702,4.0,113,"Pizza, Restaurants, Italian"
199,Jin-Dak,1112 SE Tacoma St,Portland,OR,97202,45.464095607,-122.6545647159,5.0,12,"Restaurants, Food Trucks, Food, Korean"
200,Steinhaus,2366 SE 82nd Ave,Portland,OR,97216,45.5056655779,-122.5783098961,4.0,54,"German, Beer Bar, Nightlife, Pubs, Bars, Restaurants"
201,Panera Bread,1400 N Tomahawk Island Dr,Portland,OR,97217,45.6117566,-122.6827202,2.5,87,"Food, Restaurants, Bakeries, Sandwiches, Soup, Salad"
202,Prosperity Pie Shoppe,7814 SW Capitol Hwy,Portland,OR,97219,45.467868,-122.713193,4.0,71,"Food, Restaurants, Desserts, Coffee & Tea, Cafes"
203,Nicola's Pizza,4826 N Lombard St,Portland,OR,97203,45.5803854,-122.7189441,4.0,33,"Pizza, Italian, Restaurants"
204,WinCo Foods,7979 SE Powell Blvd,Portland,OR,97206,45.4989632,-122.5809383,3.5,35,"Food, Restaurants, Seafood Markets, Specialty Food, Delis, Grocery"
205,Shelly's Garden Burritos,Pioneer Sq,Portland,OR,97255,45.5186561853,-122.6792652539,4.5,39,"Restaurants, Mexican, Food Stands"
206,PDX Six Seven One,5235 NE Sandy Blvd,Portland,OR,97213,45.5403827648,-122.6094500312,4.5,81,"Food Trucks, Asian Fusion, Guamanian, Food, Food Stands, Restaurants"
207,Nespresso Boutique,"9585 SW Washington Sq Rd, Space H13",Portland,OR,97223,45.4502551,-122.7813094,3.0,31,"Food, Cafes, Coffee Roasteries, Restaurants, Coffee & Tea"
208,Denny's,12201 N Center Ave,Portland,OR,97217,45.6110313,-122.6809516,2.5,37,"Diners, Restaurants, Breakfast & Brunch"
209,Nicholas Restaurant,3223 NE Broadway St,Portland,OR,97232,45.5353123,-122.6322721,4.0,411,"Gluten-Free, Lebanese, Bars, Restaurants, Nightlife, Hookah Bars, Mediterranean, Middle Eastern"
210,Namu,6035 NE Halsey St,Portland,OR,97213,45.5339053,-122.6013173,3.0,13,"Korean, Food Trucks, Barbeque, Hawaiian, Restaurants, Food"
211,Cafe Del Toro,11935 N Center Ave,Portland,OR,97217,45.609519,-122.68081,4.5,7,"Bars, Restaurants, Nightlife, Mexican"
212,Cha Taqueria & Bar,305 NW 21st Ave,Portland,OR,97209,45.5250595,-122.6946436,3.0,219,"Nightlife, Bars, Mexican, Restaurants"
213,Fat City Café,7820 SW Capitol Hwy,Portland,OR,97219,45.467757399999996,-122.713249,4.0,261,"Restaurants, Cafes, Breakfast & Brunch"
214,Roman Russian Food Store,10918 SE Division St,Portland,OR,97266,45.5039512,-122.551078,4.0,85,"International Grocery, Restaurants, Delis, Russian, Food, Grocery"
215,Presso Coffee Bar,2020 N Mcclellan St,Portland,OR,97217,45.582958,-122.687372,4.5,126,"Caterers, Coffee Roasteries, Event Planning & Services, Food, Breakfast & Brunch, Desserts, Coffee & Tea, Restaurants, Kombucha, Food Delivery Services"
216,Peeples Baking,,Portland,OR,97201,45.4558436332,-122.738234095,5.0,19,"Food, Restaurants, Desserts, Food Trucks, Breakfast & Brunch, Coffee & Tea"
217,Vintage  Cocktail Lounge,7907 SE Stark St,Portland,OR,97215,45.5192519959,-122.5817652492,4.5,191,"Restaurants, Cocktail Bars, Nightlife, Lounges, Bars"
218,Sip,3029 SE 21st Ave,Portland,OR,97202,45.5007787,-122.6449526,4.0,113,"Food Stands, Food, Vegan, Restaurants, Juice Bars & Smoothies, Gluten-Free, Food Trucks"
219,Bunk Bar,128 NE Russell St,Portland,OR,97212,45.5406738,-122.6634791,3.5,89,"Sandwiches, Nightlife, Restaurants, Bars"
220,Jamaican Homestyle Cuisine,441 North Killingsworth St,Portland,OR,97217,45.562892,-122.6710976,4.0,129,"Caribbean, Restaurants"
221,Michoacan,7008 N Interstate Ave,Portland,OR,97217,45.5740388,-122.6817924,3.0,16,"Mexican, Restaurants, Gluten-Free"
222,Clamity Jae's,10805 NE Halsey St,Portland,OR,97220,45.5337613,-122.551031,3.0,58,"Restaurants, American (Traditional), Nightlife, Bars"
223,Hapa Howies,625 NE Killingsworth,Portland,OR,97211,45.5629709,-122.6591093,4.5,40,"Food Trucks, Food, Hawaiian, Food Stands, Restaurants"
224,Gimme Bap,2231 NE Alberta St,Portland,OR,97211,45.5591837,-122.6422045,5.0,5,"Restaurants, Food, Korean, Food Trucks"
225,J & T Market & Deli,4438 NE Glisan St,Portland,OR,97213,45.5261884,-122.6164536,3.0,11,"Delis, Grocery, Beer, Wine & Spirits, Food, Restaurants, International Grocery, Convenience Stores"
226,Pho Oregon Restaurant,2518 NE 82nd Ave,Portland,OR,97220,45.540397,-122.5786259,4.0,661,"Noodles, Vietnamese, Restaurants"
227,Lek Thai Food,3145 SE Hawthorne Blvd,Portland,OR,97214,45.5121959,-122.6328655,3.5,7,"Restaurants, Thai, Food"
228,Turkish Agha,3905 SE 82nd Ave,Portland,OR,97266,45.4936755,-122.5793608,5.0,13,"Middle Eastern, Food, Turkish, Restaurants"
229,Blue Star Donuts,"1155 SW Morrison St, Ste 102",Portland,OR,97205,45.520717,-122.683874,4.0,4011,"Coffee & Tea, Bakeries, Restaurants, Food, Donuts, Breakfast & Brunch"
230,Mad Greek Deli,18450 NW W Union Rd,Portland,OR,97229,45.5577344,-122.867101,3.5,122,"Mediterranean, Bars, Restaurants, Sandwiches, Greek, Event Planning & Services, Delis, Caterers, Nightlife"
231,50 Plates,333 NW 13th Ave,Portland,OR,97209,45.5256161,-122.6843847,3.5,163,"Restaurants, Event Planning & Services, Caterers, Party & Event Planning, American (New)"
232,The Fried Onion,SE 3rd & Alder,Portland,OR,97214,45.518064,-122.662952,5.0,141,"Food Stands, Restaurants, Hot Dogs"
233,PDXBiryani,337 NW Broadway,Portland,OR,97209,45.5257105,-122.6775258,4.0,5,"Caterers, Event Planning & Services, Halal, Restaurants, Indian, Pakistani"
234,Herb's Mac and Cheese,4255 SE Belmont St,Portland,OR,97202,45.5165787,-122.6183043,4.5,158,"Food Trucks, Food, American (New), Food Stands, Restaurants, American (Traditional)"
235,Vtopia All Vegan Restaurant & Cheese Shop,1628 SW Jefferson St,Portland,OR,97201,45.517496,-122.6910356,4.5,333,"Delis, Food, Cheese Shops, Vegan, Specialty Food, Restaurants"
236,Whiskey Dolls Game Room,317 NW Broadway,Portland,OR,97209,45.525504,-122.67786,5.0,5,"Bars, Nightlife, Arts & Entertainment, American (Traditional), Restaurants, Arcades, Sports Bars"
237,KT Sandwiches,1421 SE 33rd St,Portland,OR,97214,45.512421,-122.631174,3.5,20,"Food Trucks, Food Stands, Food, Restaurants, Vietnamese, Sandwiches"
238,Moe's Deli,10350 N Vancouver Way,Portland,OR,97217,45.597483,-122.669695,4.0,6,"Food, Restaurants, Convenience Stores, Desserts, Sandwiches, Delis"
239,Concordia Coffee House,2909 NE Alberta St,Portland,OR,97211,45.5591475,-122.6356095,3.5,13,"Coffee & Tea, Food, Restaurants"
240,Grandpa's Cafe,3832 N Interstate Ave,Portland,OR,97227,45.5507327,-122.6806034,4.0,12,"Restaurants, Polish, Cafes, Modern European, Delis"
241,Cultured Caveman,4031 SE Hawthorne Blvd,Portland,OR,97214,45.5122298,-122.6205222,4.0,63,"Restaurants, Gluten-Free, Food Trucks, Food"
242,McDonald's,2010 NE Cesar E Chavez Blvd,Portland,OR,97212,45.5372737992,-122.6224843122,2.5,23,"Food, Burgers, Fast Food, Coffee & Tea, Restaurants"
243,Pono Farm Soul Kitchen,4118 NE Sandy Blvd,Portland,OR,97212,45.5354189712,-122.6211149704,4.5,303,"Sushi Bars, Soul Food, Meat Shops, Hawaiian, Steakhouses, Specialty Food, Breakfast & Brunch, Food, Restaurants, Japanese"
244,Bipartisan Cafe,7901 SE Stark St,Portland,OR,97215,45.5192951,-122.5822719,4.0,340,"Bagels, Cafes, Restaurants, Desserts, Coffee & Tea, Food"
245,McDonald's,"7000 NE Airport Way, Ste 220",Portland,OR,97218,45.589565,-122.598465,2.5,48,"Burgers, American (Traditional), Coffee & Tea, Fast Food, Food, Restaurants"
246,Daily Grind Natural Foods,4026 SE Hawthorne Blvd,Portland,OR,97214,45.5117807,-122.6210024,4.0,8,"Grocery, Bakeries, Restaurants, Vegetarian, Health Markets, Specialty Food, Food"
247,Bubba Bernie's,SE 12th Ave & Hawthorne Blvd,Portland,OR,97214,45.5122215,-122.6536739,3.0,65,"Food Stands, Restaurants, Cajun/Creole"
248,Subway,"520 SW 6th Ave, Ste 105",Portland,OR,97204,45.5199352739,-122.677917119,2.5,20,"Sandwiches, Desserts, Food, Salad, Fast Food, Restaurants"
249,Rip City Sandwiches,8145 SE 82nd Ave,Portland,OR,97266,45.4633917395,-122.5796649799,4.5,19,"Vegetarian, Shopping, Restaurants, Food Stands, Food, Food Trucks, Sandwiches"
250,Fry Guy,1121 SE Division St,Portland,OR,97202,45.5048742,-122.6541936,4.5,11,"Street Vendors, Restaurants, Food Trucks, Food Stands, Food"
251,Quartet,1910 SW River Dr,Portland,OR,97201,45.5084417,-122.6736281,3.0,84,"Local Flavor, Nightlife, Restaurants, Arts & Entertainment, Piano Bars, Jazz & Blues, Steakhouses"
252,Larry's Garden Golf Restaurant,8081 SE King Rd,Portland,OR,97222,45.4473035,-122.5803689,4.0,14,"Restaurants, American (New)"
253,Rainbow Chinese Restaurant,"2788 SE 82nd Ave, Ste 103",Portland,OR,97266,45.5023762101,-122.5784741342,4.0,12,"Dim Sum, Restaurants, Cantonese, Chinese"
254,etc... eatery,6500 SW Virginia Ave,Portland,OR,97239,45.4770602,-122.6736694,4.5,73,"Comfort Food, Caterers, Restaurants, Event Planning & Services, Tacos, Food, Bars, Breakfast & Brunch, Salad, Cocktail Bars, Sandwiches, Desserts, Mexican, Nightlife, Barbeque"
255,Fuego Food Carts Burritos & Bowls,SW Market St & 2nd Ave,Portland,OR,97201,45.5119976,-122.6777605,4.0,59,"Food, Restaurants, Event Planning & Services, Mexican, Caterers, Food Stands"
256,Roe,"515 SW Broadway, Ste 100",Portland,OR,97205,45.520561,-122.679198,4.5,217,"Restaurants, American (New), Seafood"
257,Bijou Cafe,132 SW 3rd Ave,Portland,OR,97204,45.5216220854,-122.6735773769,4.0,854,"Cafes, American (New), Breakfast & Brunch, Nightlife, French, Bars, Restaurants, Cocktail Bars, Beer Bar"
258,Om Nom Nom... Sandwiches,"A La Carts Food Pavilion, SE 50th Ave & SE Division St",Portland,OR,97206,45.5052785,-122.617115,4.0,6,"Food, Food Stands, Restaurants, Sandwiches"
259,Portland Coffee House,603 SW Broadway,Portland,OR,97205,45.5199585,-122.6795146,3.5,26,"Coffee & Tea, Restaurants, Food"
260,Wildwood,1221 NW 21st Ave,Portland,OR,97209,45.5317915,-122.6950131,4.0,229,"Restaurants, Local Flavor, American (New), Nightlife, Bars, Wine Bars"
261,Scoop Handmade Ice Cream,"North Station Food Cart Pod, 2730 N Killingsworth St",Portland,OR,97217,45.562529,-122.695305,4.5,57,"Food, Ice Cream & Frozen Yogurt, Food Stands, Food Trucks, Desserts, Restaurants"
262,Arlo's Fish & Chips,7316 North Lombard St,Portland,OR,97203,45.587773722,-122.742259854,4.5,58,"Fish & Chips, Restaurants, Street Vendors, Food, Coffee & Tea, Food Stands"
263,Big Town Hero,412 SW 2nd Ave,Portland,OR,97204,45.519715,-122.6734913,3.0,8,"Restaurants, Sandwiches"
264,Garden Monsters,2231 NE Alberta St,Portland,OR,97211,45.5592305,-122.6420994,4.5,80,"Street Vendors, Restaurants, Salad, Food, Gluten-Free, American (New), Food Trucks"
265,OUIBar + KTCHN,1455 SW Broadway,Portland,OR,97201,45.5142749723,-122.6824226168,4.0,34,"American (Traditional), Bars, Nightlife, Restaurants, Breakfast & Brunch"
266,Panera Bread,11563 NE Glenn Widing Dr,Portland,OR,97220,45.5698754,-122.5468465,2.5,114,"Bagels, Coffee & Tea, Soup, Bakeries, Restaurants, Sandwiches, Salad, Food"
267,Joseph & Brian's Diner,6311 SW Capitol Hwy,Portland,OR,97239,45.4787204,-122.6949984,4.0,5,"American (Traditional), Food, Accountants, Home & Garden, Gold Buyers, Chinese, American (New), Pizza, Nightlife, Italian, Professional Services, Beauty & Spas, Thai, Shopping, Hair Salons, Golf, Fitness & Instruction, Contractors, Watches, Home Services, Bars, Breakfast & Brunch, Local Services, Trainers, IT Services & Computer Repair, Tableware, Burgers, Japanese, Plumbing, Parks, Active Life, Automotive, Restaurants, Auto Repair, Mobile Phone Repair, Movers, Dog Parks"
268,Plaza Deli,1 SW Columbia St,Portland,OR,97258,45.5131582729,-122.6751265018,4.5,40,"Breakfast & Brunch, Delis, American (New), Sandwiches, Restaurants"
269,Paley's Place,1204 NW 21st Ave,Portland,OR,97209,45.5313891084,-122.6944754765,4.0,534,"Restaurants, French, Local Flavor, Bars, Wine Bars, Italian, Nightlife"
270,Abu Omar Gyros & Shawarma,1080 SE Madison St,Portland,OR,97214,45.5127908,-122.6548734,5.0,6,"Restaurants, Mediterranean"
271,Tope,15 NW 4th Ave,Portland,OR,97209,45.52332,-122.674821,3.5,102,"Restaurants, Mexican, Breakfast & Brunch, Nightlife, Tacos, Bars"
272,Marinepolis Sushi Land,138 NW 10th Ave,Portland,OR,97209,45.524275,-122.68101,2.5,310,"Conveyor Belt Sushi, Sushi Bars, Restaurants, Japanese"
273,Saigon Pearl Restaurant & Lounge,2204 SE 82nd Ave,Portland,OR,97216,45.5070267,-122.5785967,3.5,19,"American (New), Nightlife, Vietnamese, Lounges, Bars, Restaurants"
274,Bangkok Curry Company,1900 SW 4th Ave And Hall St,Portland,OR,97201,45.509867,-122.6812479,4.5,22,"Food Trucks, Food, Street Vendors, Thai, Restaurants"
275,Lightning Will Bar & Grill,305 NW 21st Ave,Portland,OR,97209,45.5251727093,-122.6945668902,4.0,110,"American (Traditional), Gastropubs, Nightlife, American (New), Sports Bars, Restaurants, Bars"
276,West Cafe Taqueria,1201 SW Jefferson St,Portland,OR,97201,45.5166958,-122.686474,3.5,7,"Mexican, Restaurants, Cafes"
277,Cafe Du Berry,6439 SW Macadam Ave,Portland,OR,97239,45.4773778,-122.6723808,3.5,302,"Restaurants, Breakfast & Brunch, Wine Bars, Nightlife, French, Bars"
278,KFC,14515 SE Division St,Portland,OR,97236,45.5044168411,-122.5137634399,1.5,24,"Chicken Wings, Chicken Shop, Fast Food, Restaurants"
279,Even Keel Coffee Co,38 NW Davis St,Portland,OR,97209,45.5245376155,-122.6706974333,5.0,12,"Restaurants, Sandwiches, Coffee & Tea, Food, Salad"
280,Conin Mexican Cuisine,9111 S Barbur Blvd,Portland,OR,97219,45.459349,-122.7094782,4.5,245,"Restaurants, Mexican, New Mexican Cuisine"
281,The Dinner Detective,435 NE Wasco St,Portland,OR,97232,45.5325776,-122.661142,3.0,10,"Party & Event Planning, Venues & Event Spaces, Restaurants, Dinner Theater, Yelp Events, Event Planning & Services, Arts & Entertainment, Local Flavor, Nightlife, Comedy Clubs, Performing Arts"
282,Green Line Cafe,"9226 SE Division St, Ste a2",Portland,OR,97216,45.5043505465,-122.5678324699,1.5,5,"Coffee & Tea, Food, Restaurants, Japanese, Donuts"
283,Sellwood Inn,8301 SE 17th Ave,Portland,OR,97202,45.462747,-122.6472436,3.0,23,"Beer Gardens, Cocktail Bars, Burgers, Nightlife, Bars, Dive Bars, Sports Bars, Restaurants"
284,Wendy's,2920 Ne Sandy Blvd.,Portland,OR,97232,45.5296038,-122.6352727,2.0,25,"Burgers, Fast Food, Restaurants"
285,Brazen Bean,2075 NW Glisan St,Portland,OR,97209,45.5265294,-122.6940371,4.0,21,"Lounges, Bars, American (New), Nightlife, Restaurants"
286,Spice Kitchen,8245 SE Division St,Portland,OR,97266,45.504888,-122.5777362,4.5,74,"Food, Restaurants, Buffets, Soup, Falafel, Mediterranean, Indian, Pizza, Desserts, Salad, Halal"
287,Pop Pizza,610 SE Morrison St,Portland,OR,97214,45.5171398,-122.6595986,4.0,43,"Restaurants, Pizza"
288,503 Burger Co,4233 N Mississippi Ave,Portland,OR,97217,45.554373,-122.6758145,4.0,27,"Food Trucks, Burgers, Restaurants, Food, American (Traditional)"
289,Roscoe's,8105 SE Stark St,Portland,OR,97215,45.5193334,-122.5803508,4.0,335,"Sushi Bars, Bars, Dive Bars, Restaurants, Beer Bar, Nightlife, Pubs"
290,Poblano Pepper,4255 SE Belmont St,Portland,OR,97215,45.5166972,-122.6189034,4.0,11,"Food, Restaurants, Food Trucks, Mexican, Caterers, Event Planning & Services"
291,Nectar Cafe,"1925 NE 42nd Ave, Ste E",Portland,OR,97213,45.5369125999,-122.620565566,4.5,210,"Cafes, Bagels, Beer, Wine & Spirits, Vegan, Juice Bars & Smoothies, Food Trucks, Coffee & Tea, Breakfast & Brunch, Food, Nightlife, Bars, Restaurants"
